# Selection : patch(outletGeo)
# Faces  :    94
# Area   :    8.762406e-06
# Time        	areaAverage(U)
0.192608      	(-2.006363e+00 1.947191e+00 3.073713e-08)
0.192625      	(-2.006455e+00 1.947299e+00 3.073664e-08)
0.192642      	(-2.006546e+00 1.947407e+00 3.074518e-08)
0.192659      	(-2.006636e+00 1.947514e+00 3.076153e-08)
0.192676      	(-2.006727e+00 1.947621e+00 3.078368e-08)
0.192693      	(-2.006817e+00 1.947728e+00 3.080926e-08)
0.192711      	(-2.006907e+00 1.947835e+00 3.083597e-08)
0.192728      	(-2.006996e+00 1.947941e+00 3.086185e-08)
0.192745      	(-2.007086e+00 1.948047e+00 3.088546e-08)
0.192762      	(-2.007175e+00 1.948153e+00 3.090595e-08)
0.192779      	(-2.007264e+00 1.948259e+00 3.092299e-08)
0.192796      	(-2.007353e+00 1.948364e+00 3.093669e-08)
0.192813      	(-2.007441e+00 1.948469e+00 3.094745e-08)
0.19283       	(-2.007530e+00 1.948574e+00 3.095586e-08)
0.192847      	(-2.007618e+00 1.948679e+00 3.096256e-08)
0.192864      	(-2.007706e+00 1.948784e+00 3.096816e-08)
0.192881      	(-2.007794e+00 1.948888e+00 3.097315e-08)
0.192898      	(-2.007881e+00 1.948992e+00 3.097793e-08)
0.192915      	(-2.007968e+00 1.949096e+00 3.098273e-08)
0.192932      	(-2.008055e+00 1.949200e+00 3.098769e-08)
0.19295       	(-2.008142e+00 1.949303e+00 3.099287e-08)
0.192967      	(-2.008229e+00 1.949406e+00 3.099826e-08)
0.192984      	(-2.008315e+00 1.949509e+00 3.100381e-08)
0.193001      	(-2.008401e+00 1.949612e+00 3.100948e-08)
0.193018      	(-2.008487e+00 1.949714e+00 3.101522e-08)
0.193035      	(-2.008573e+00 1.949816e+00 3.102100e-08)
0.193052      	(-2.008658e+00 1.949918e+00 3.102678e-08)
0.193069      	(-2.008743e+00 1.950020e+00 3.103256e-08)
0.193086      	(-2.008828e+00 1.950121e+00 3.103835e-08)
0.193103      	(-2.008913e+00 1.950223e+00 3.104414e-08)
0.19312       	(-2.008998e+00 1.950324e+00 3.104995e-08)
0.193137      	(-2.009082e+00 1.950425e+00 3.105577e-08)
0.193154      	(-2.009166e+00 1.950525e+00 3.106161e-08)
0.193171      	(-2.009250e+00 1.950625e+00 3.106747e-08)
0.193189      	(-2.009334e+00 1.950726e+00 3.107337e-08)
0.193206      	(-2.009417e+00 1.950825e+00 3.107930e-08)
0.193223      	(-2.009501e+00 1.950925e+00 3.108525e-08)
0.19324       	(-2.009584e+00 1.951024e+00 3.109121e-08)
0.193257      	(-2.009666e+00 1.951124e+00 3.109719e-08)
0.193274      	(-2.009751e+00 1.951225e+00 3.110693e-08)
0.193291      	(-2.009837e+00 1.951327e+00 3.111688e-08)
0.193308      	(-2.009924e+00 1.951430e+00 3.112279e-08)
0.193325      	(-2.010009e+00 1.951532e+00 3.111758e-08)
0.193342      	(-2.010094e+00 1.951633e+00 3.110370e-08)
0.193359      	(-2.010178e+00 1.951734e+00 3.108526e-08)
0.193376      	(-2.010262e+00 1.951833e+00 3.106666e-08)
0.193393      	(-2.010344e+00 1.951931e+00 3.105180e-08)
0.19341       	(-2.010426e+00 1.952029e+00 3.104357e-08)
0.193427      	(-2.010507e+00 1.952126e+00 3.104344e-08)
0.193444      	(-2.010587e+00 1.952223e+00 3.105144e-08)
0.193461      	(-2.010668e+00 1.952319e+00 3.106650e-08)
0.193478      	(-2.010747e+00 1.952415e+00 3.108680e-08)
0.193495      	(-2.010827e+00 1.952511e+00 3.111019e-08)
0.193512      	(-2.010907e+00 1.952606e+00 3.113458e-08)
0.193529      	(-2.010986e+00 1.952701e+00 3.115821e-08)
0.193546      	(-2.011065e+00 1.952796e+00 3.117979e-08)
0.193563      	(-2.011144e+00 1.952891e+00 3.119853e-08)
0.19358       	(-2.011222e+00 1.952985e+00 3.121414e-08)
0.193597      	(-2.011301e+00 1.953080e+00 3.122671e-08)
0.193614      	(-2.011379e+00 1.953174e+00 3.123661e-08)
0.193631      	(-2.011457e+00 1.953268e+00 3.124437e-08)
0.193648      	(-2.011535e+00 1.953361e+00 3.125055e-08)
0.193666      	(-2.011612e+00 1.953454e+00 3.125571e-08)
0.193683      	(-2.011690e+00 1.953548e+00 3.126030e-08)
0.1937        	(-2.011767e+00 1.953640e+00 3.126467e-08)
0.193717      	(-2.011844e+00 1.953733e+00 3.126904e-08)
0.193734      	(-2.011920e+00 1.953825e+00 3.127355e-08)
0.193751      	(-2.011997e+00 1.953917e+00 3.127823e-08)
0.193768      	(-2.012073e+00 1.954009e+00 3.128306e-08)
0.193785      	(-2.012149e+00 1.954101e+00 3.128801e-08)
0.193802      	(-2.012225e+00 1.954192e+00 3.129302e-08)
0.193819      	(-2.012300e+00 1.954283e+00 3.129805e-08)
0.193836      	(-2.012376e+00 1.954374e+00 3.130308e-08)
0.193853      	(-2.012451e+00 1.954465e+00 3.130810e-08)
0.19387       	(-2.012526e+00 1.954555e+00 3.131311e-08)
0.193887      	(-2.012600e+00 1.954646e+00 3.131814e-08)
0.193904      	(-2.012675e+00 1.954736e+00 3.132318e-08)
0.193921      	(-2.012749e+00 1.954825e+00 3.132824e-08)
0.193938      	(-2.012823e+00 1.954915e+00 3.133334e-08)
0.193955      	(-2.012897e+00 1.955004e+00 3.133848e-08)
0.193972      	(-2.012971e+00 1.955093e+00 3.134364e-08)
0.193989      	(-2.013044e+00 1.955182e+00 3.134883e-08)
0.194006      	(-2.013117e+00 1.955270e+00 3.135404e-08)
0.194023      	(-2.013190e+00 1.955359e+00 3.135926e-08)
0.19404       	(-2.013263e+00 1.955447e+00 3.136447e-08)
0.194057      	(-2.013335e+00 1.955534e+00 3.136969e-08)
0.194074      	(-2.013408e+00 1.955622e+00 3.137489e-08)
0.194091      	(-2.013480e+00 1.955709e+00 3.138009e-08)
0.194108      	(-2.013552e+00 1.955796e+00 3.138528e-08)
0.194125      	(-2.013623e+00 1.955883e+00 3.139046e-08)
0.194142      	(-2.013695e+00 1.955970e+00 3.139562e-08)
0.194159      	(-2.013766e+00 1.956056e+00 3.140077e-08)
0.194176      	(-2.013837e+00 1.956143e+00 3.140589e-08)
0.194193      	(-2.013908e+00 1.956228e+00 3.141099e-08)
0.19421       	(-2.013979e+00 1.956314e+00 3.141607e-08)
0.194227      	(-2.014049e+00 1.956400e+00 3.142112e-08)
0.194244      	(-2.014119e+00 1.956485e+00 3.142616e-08)
0.194262      	(-2.014189e+00 1.956570e+00 3.143117e-08)
0.194278      	(-2.014262e+00 1.956657e+00 3.143292e-08)
0.194295      	(-2.014336e+00 1.956746e+00 3.144150e-08)
0.194312      	(-2.014410e+00 1.956835e+00 3.144678e-08)
0.194329      	(-2.014483e+00 1.956924e+00 3.144665e-08)
0.194346      	(-2.014556e+00 1.957012e+00 3.143511e-08)
0.194363      	(-2.014628e+00 1.957098e+00 3.141592e-08)
0.19438       	(-2.014698e+00 1.957183e+00 3.139411e-08)
0.194397      	(-2.014768e+00 1.957268e+00 3.137400e-08)
0.194414      	(-2.014837e+00 1.957351e+00 3.135958e-08)
0.194431      	(-2.014906e+00 1.957434e+00 3.135329e-08)
0.194448      	(-2.014973e+00 1.957517e+00 3.135598e-08)
0.194465      	(-2.015041e+00 1.957599e+00 3.136711e-08)
0.194482      	(-2.015108e+00 1.957681e+00 3.138506e-08)
0.194499      	(-2.015175e+00 1.957762e+00 3.140762e-08)
0.194516      	(-2.015242e+00 1.957843e+00 3.143245e-08)
0.194533      	(-2.015308e+00 1.957924e+00 3.145742e-08)
0.19455       	(-2.015374e+00 1.958005e+00 3.148081e-08)
0.194567      	(-2.015440e+00 1.958086e+00 3.150146e-08)
0.194584      	(-2.015506e+00 1.958166e+00 3.151878e-08)
0.194601      	(-2.015572e+00 1.958246e+00 3.153263e-08)
0.194618      	(-2.015637e+00 1.958326e+00 3.154327e-08)
0.194635      	(-2.015702e+00 1.958405e+00 3.155119e-08)
0.194652      	(-2.015767e+00 1.958485e+00 3.155699e-08)
0.194669      	(-2.015832e+00 1.958564e+00 3.156503e-08)
0.194686      	(-2.015896e+00 1.958643e+00 3.157393e-08)
0.194703      	(-2.015961e+00 1.958721e+00 3.158248e-08)
0.19472       	(-2.016025e+00 1.958800e+00 3.158986e-08)
0.194737      	(-2.016089e+00 1.958878e+00 3.159578e-08)
0.194754      	(-2.016152e+00 1.958955e+00 3.160031e-08)
0.194771      	(-2.016216e+00 1.959033e+00 3.160383e-08)
0.194788      	(-2.016279e+00 1.959110e+00 3.160679e-08)
0.194805      	(-2.016342e+00 1.959188e+00 3.160963e-08)
0.194822      	(-2.016405e+00 1.959265e+00 3.161264e-08)
0.194839      	(-2.016467e+00 1.959341e+00 3.161594e-08)
0.194856      	(-2.016529e+00 1.959418e+00 3.161954e-08)
0.194873      	(-2.016591e+00 1.959494e+00 3.162333e-08)
0.19489       	(-2.016653e+00 1.959570e+00 3.162716e-08)
0.194907      	(-2.016715e+00 1.959646e+00 3.163088e-08)
0.194924      	(-2.016776e+00 1.959721e+00 3.163442e-08)
0.194941      	(-2.016838e+00 1.959796e+00 3.163773e-08)
0.194958      	(-2.016899e+00 1.959871e+00 3.164085e-08)
0.194975      	(-2.016959e+00 1.959946e+00 3.164382e-08)
0.194992      	(-2.017020e+00 1.960021e+00 3.164672e-08)
0.195009      	(-2.017080e+00 1.960095e+00 3.164963e-08)
0.195026      	(-2.017140e+00 1.960169e+00 3.165259e-08)
0.195042      	(-2.017200e+00 1.960243e+00 3.165563e-08)
0.195059      	(-2.017260e+00 1.960317e+00 3.165875e-08)
0.195076      	(-2.017319e+00 1.960390e+00 3.166193e-08)
0.195093      	(-2.017378e+00 1.960463e+00 3.166515e-08)
0.19511       	(-2.017438e+00 1.960536e+00 3.166837e-08)
0.195127      	(-2.017496e+00 1.960609e+00 3.167155e-08)
0.195144      	(-2.017555e+00 1.960681e+00 3.167469e-08)
0.195161      	(-2.017613e+00 1.960754e+00 3.167778e-08)
0.195178      	(-2.017671e+00 1.960826e+00 3.168080e-08)
0.195195      	(-2.017729e+00 1.960897e+00 3.168377e-08)
0.195212      	(-2.017787e+00 1.960969e+00 3.168670e-08)
0.195229      	(-2.017844e+00 1.961040e+00 3.168958e-08)
0.195246      	(-2.017902e+00 1.961111e+00 3.169244e-08)
0.195263      	(-2.017959e+00 1.961182e+00 3.169527e-08)
0.19528       	(-2.018016e+00 1.961253e+00 3.169808e-08)
0.195297      	(-2.018072e+00 1.961323e+00 3.170087e-08)
0.195314      	(-2.018129e+00 1.961393e+00 3.170363e-08)
0.195331      	(-2.018185e+00 1.961463e+00 3.170637e-08)
0.195348      	(-2.018241e+00 1.961533e+00 3.170909e-08)
0.195365      	(-2.018296e+00 1.961602e+00 3.171178e-08)
0.195382      	(-2.018352e+00 1.961671e+00 3.171444e-08)
0.195399      	(-2.018407e+00 1.961740e+00 3.171706e-08)
0.195416      	(-2.018462e+00 1.961809e+00 3.171965e-08)
0.195433      	(-2.018517e+00 1.961877e+00 3.172221e-08)
0.19545       	(-2.018572e+00 1.961946e+00 3.172474e-08)
0.195467      	(-2.018626e+00 1.962014e+00 3.172725e-08)
0.195484      	(-2.018680e+00 1.962081e+00 3.172972e-08)
0.195501      	(-2.018734e+00 1.962149e+00 3.173217e-08)
0.195518      	(-2.018788e+00 1.962216e+00 3.173459e-08)
0.195535      	(-2.018842e+00 1.962283e+00 3.173698e-08)
0.195552      	(-2.018895e+00 1.962350e+00 3.173933e-08)
0.195569      	(-2.018948e+00 1.962417e+00 3.174165e-08)
0.195586      	(-2.019001e+00 1.962483e+00 3.174392e-08)
0.195603      	(-2.019054e+00 1.962549e+00 3.174614e-08)
0.19562       	(-2.019106e+00 1.962615e+00 3.174832e-08)
0.195637      	(-2.019158e+00 1.962681e+00 3.175046e-08)
0.195654      	(-2.019210e+00 1.962746e+00 3.175256e-08)
0.195671      	(-2.019262e+00 1.962811e+00 3.175463e-08)
0.195688      	(-2.019314e+00 1.962876e+00 3.175669e-08)
0.195705      	(-2.019365e+00 1.962941e+00 3.175873e-08)
0.195722      	(-2.019416e+00 1.963006e+00 3.176077e-08)
0.195739      	(-2.019467e+00 1.963070e+00 3.176281e-08)
0.195755      	(-2.019521e+00 1.963138e+00 3.176653e-08)
0.195772      	(-2.019578e+00 1.963208e+00 3.176842e-08)
0.195789      	(-2.019635e+00 1.963278e+00 3.177216e-08)
0.195806      	(-2.019691e+00 1.963348e+00 3.177156e-08)
0.195823      	(-2.019746e+00 1.963416e+00 3.175666e-08)
0.19584       	(-2.019799e+00 1.963483e+00 3.173671e-08)
0.195857      	(-2.019852e+00 1.963548e+00 3.171626e-08)
0.195874      	(-2.019903e+00 1.963613e+00 3.169841e-08)
0.195891      	(-2.019953e+00 1.963676e+00 3.168565e-08)
0.195908      	(-2.020003e+00 1.963739e+00 3.167952e-08)
0.195925      	(-2.020052e+00 1.963801e+00 3.168045e-08)
0.195942      	(-2.020100e+00 1.963862e+00 3.168785e-08)
0.195958      	(-2.020148e+00 1.963923e+00 3.170039e-08)
0.195975      	(-2.020196e+00 1.963984e+00 3.171637e-08)
0.195992      	(-2.020243e+00 1.964045e+00 3.173385e-08)
0.196009      	(-2.020291e+00 1.964105e+00 3.175135e-08)
0.196026      	(-2.020338e+00 1.964166e+00 3.176759e-08)
0.196043      	(-2.020384e+00 1.964226e+00 3.178167e-08)
0.19606       	(-2.020431e+00 1.964285e+00 3.179313e-08)
0.196077      	(-2.020477e+00 1.964345e+00 3.180188e-08)
0.196094      	(-2.020524e+00 1.964404e+00 3.180809e-08)
0.196111      	(-2.020570e+00 1.964463e+00 3.181215e-08)
0.196128      	(-2.020615e+00 1.964522e+00 3.181452e-08)
0.196144      	(-2.020661e+00 1.964581e+00 3.181566e-08)
0.196161      	(-2.020706e+00 1.964639e+00 3.181603e-08)
0.196178      	(-2.020751e+00 1.964698e+00 3.181597e-08)
0.196195      	(-2.020796e+00 1.964755e+00 3.181575e-08)
0.196212      	(-2.020841e+00 1.964813e+00 3.181553e-08)
0.196229      	(-2.020885e+00 1.964871e+00 3.181540e-08)
0.196246      	(-2.020929e+00 1.964928e+00 3.181539e-08)
0.196263      	(-2.020973e+00 1.964985e+00 3.181550e-08)
0.19628       	(-2.021017e+00 1.965042e+00 3.181569e-08)
0.196297      	(-2.021060e+00 1.965098e+00 3.181595e-08)
0.196314      	(-2.021103e+00 1.965154e+00 3.181624e-08)
0.19633       	(-2.021146e+00 1.965210e+00 3.181655e-08)
0.196347      	(-2.021189e+00 1.965266e+00 3.181686e-08)
0.196364      	(-2.021231e+00 1.965322e+00 3.181718e-08)
0.196381      	(-2.021274e+00 1.965377e+00 3.181752e-08)
0.196398      	(-2.021316e+00 1.965432e+00 3.181787e-08)
0.196415      	(-2.021357e+00 1.965487e+00 3.181825e-08)
0.196432      	(-2.021399e+00 1.965542e+00 3.181865e-08)
0.196449      	(-2.021440e+00 1.965597e+00 3.181907e-08)
0.196466      	(-2.021481e+00 1.965651e+00 3.181952e-08)
0.196483      	(-2.021522e+00 1.965705e+00 3.181998e-08)
0.1965        	(-2.021563e+00 1.965759e+00 3.182045e-08)
0.196516      	(-2.021603e+00 1.965813e+00 3.182092e-08)
0.196533      	(-2.021643e+00 1.965866e+00 3.182138e-08)
0.19655       	(-2.021683e+00 1.965919e+00 3.182183e-08)
0.196567      	(-2.021723e+00 1.965972e+00 3.182226e-08)
0.196584      	(-2.021762e+00 1.966025e+00 3.182266e-08)
0.196601      	(-2.021802e+00 1.966077e+00 3.182305e-08)
0.196618      	(-2.021841e+00 1.966130e+00 3.182341e-08)
0.196635      	(-2.021880e+00 1.966182e+00 3.182375e-08)
0.196652      	(-2.021918e+00 1.966234e+00 3.182407e-08)
0.196669      	(-2.021956e+00 1.966285e+00 3.182436e-08)
0.196686      	(-2.021995e+00 1.966337e+00 3.182464e-08)
0.196702      	(-2.022032e+00 1.966388e+00 3.182489e-08)
0.196719      	(-2.022070e+00 1.966439e+00 3.182512e-08)
0.196736      	(-2.022107e+00 1.966489e+00 3.182533e-08)
0.196753      	(-2.022145e+00 1.966540e+00 3.182551e-08)
0.19677       	(-2.022182e+00 1.966590e+00 3.182567e-08)
0.196787      	(-2.022218e+00 1.966640e+00 3.182580e-08)
0.196804      	(-2.022255e+00 1.966690e+00 3.182592e-08)
0.196821      	(-2.022291e+00 1.966740e+00 3.182601e-08)
0.196838      	(-2.022327e+00 1.966789e+00 3.182608e-08)
0.196855      	(-2.022363e+00 1.966838e+00 3.182612e-08)
0.196872      	(-2.022399e+00 1.966887e+00 3.182614e-08)
0.196888      	(-2.022434e+00 1.966936e+00 3.182614e-08)
0.196905      	(-2.022469e+00 1.966984e+00 3.182612e-08)
0.196922      	(-2.022504e+00 1.967033e+00 3.182607e-08)
0.196939      	(-2.022539e+00 1.967081e+00 3.182599e-08)
0.196956      	(-2.022573e+00 1.967129e+00 3.182589e-08)
0.196973      	(-2.022607e+00 1.967176e+00 3.182577e-08)
0.19699       	(-2.022641e+00 1.967224e+00 3.182562e-08)
0.197007      	(-2.022675e+00 1.967271e+00 3.182544e-08)
0.197024      	(-2.022708e+00 1.967318e+00 3.182524e-08)
0.197041      	(-2.022742e+00 1.967364e+00 3.182502e-08)
0.197058      	(-2.022775e+00 1.967411e+00 3.182477e-08)
0.197075      	(-2.022808e+00 1.967457e+00 3.182450e-08)
0.197091      	(-2.022840e+00 1.967503e+00 3.182420e-08)
0.197108      	(-2.022873e+00 1.967549e+00 3.182388e-08)
0.197125      	(-2.022905e+00 1.967595e+00 3.182354e-08)
0.197142      	(-2.022937e+00 1.967640e+00 3.182317e-08)
0.197159      	(-2.022968e+00 1.967685e+00 3.182279e-08)
0.197176      	(-2.023000e+00 1.967730e+00 3.182237e-08)
0.197193      	(-2.023031e+00 1.967775e+00 3.182194e-08)
0.19721       	(-2.023062e+00 1.967819e+00 3.182148e-08)
0.197227      	(-2.023093e+00 1.967863e+00 3.182100e-08)
0.197244      	(-2.023124e+00 1.967907e+00 3.182050e-08)
0.197261      	(-2.023154e+00 1.967951e+00 3.181997e-08)
0.197277      	(-2.023184e+00 1.967995e+00 3.181942e-08)
0.197294      	(-2.023214e+00 1.968038e+00 3.181885e-08)
0.197311      	(-2.023243e+00 1.968081e+00 3.181825e-08)
0.197328      	(-2.023273e+00 1.968124e+00 3.181764e-08)
0.197345      	(-2.023302e+00 1.968167e+00 3.181700e-08)
0.197362      	(-2.023331e+00 1.968209e+00 3.181634e-08)
0.197379      	(-2.023360e+00 1.968251e+00 3.181565e-08)
0.197396      	(-2.023388e+00 1.968294e+00 3.181495e-08)
0.197413      	(-2.023416e+00 1.968335e+00 3.181422e-08)
0.19743       	(-2.023444e+00 1.968377e+00 3.181346e-08)
0.197447      	(-2.023472e+00 1.968418e+00 3.181269e-08)
0.197463      	(-2.023500e+00 1.968459e+00 3.181189e-08)
0.19748       	(-2.023527e+00 1.968500e+00 3.181108e-08)
0.197497      	(-2.023554e+00 1.968541e+00 3.181024e-08)
0.197514      	(-2.023581e+00 1.968581e+00 3.180937e-08)
0.197531      	(-2.023608e+00 1.968622e+00 3.180849e-08)
0.197548      	(-2.023634e+00 1.968662e+00 3.180759e-08)
0.197565      	(-2.023660e+00 1.968701e+00 3.180666e-08)
0.197582      	(-2.023686e+00 1.968741e+00 3.180572e-08)
0.197599      	(-2.023712e+00 1.968780e+00 3.180475e-08)
0.197616      	(-2.023738e+00 1.968819e+00 3.180377e-08)
0.197633      	(-2.023763e+00 1.968858e+00 3.180276e-08)
0.197649      	(-2.023788e+00 1.968897e+00 3.180174e-08)
0.197666      	(-2.023813e+00 1.968935e+00 3.180078e-08)
0.197683      	(-2.023837e+00 1.968974e+00 3.179979e-08)
0.1977        	(-2.023862e+00 1.969012e+00 3.179876e-08)
0.197717      	(-2.023886e+00 1.969049e+00 3.179768e-08)
0.197734      	(-2.023910e+00 1.969087e+00 3.179657e-08)
0.197751      	(-2.023933e+00 1.969124e+00 3.179541e-08)
0.197768      	(-2.023957e+00 1.969161e+00 3.179422e-08)
0.197785      	(-2.023980e+00 1.969198e+00 3.179301e-08)
0.197802      	(-2.024003e+00 1.969235e+00 3.179179e-08)
0.197819      	(-2.024026e+00 1.969271e+00 3.179056e-08)
0.197835      	(-2.024048e+00 1.969307e+00 3.178932e-08)
0.197852      	(-2.024071e+00 1.969343e+00 3.178807e-08)
0.197869      	(-2.024093e+00 1.969379e+00 3.178681e-08)
0.197886      	(-2.024114e+00 1.969415e+00 3.178554e-08)
0.197903      	(-2.024136e+00 1.969450e+00 3.178424e-08)
0.19792       	(-2.024157e+00 1.969485e+00 3.178292e-08)
0.197937      	(-2.024179e+00 1.969520e+00 3.178158e-08)
0.197954      	(-2.024199e+00 1.969555e+00 3.178022e-08)
0.197971      	(-2.024220e+00 1.969589e+00 3.177886e-08)
0.197988      	(-2.024241e+00 1.969623e+00 3.177751e-08)
0.198005      	(-2.024261e+00 1.969657e+00 3.177616e-08)
0.198021      	(-2.024281e+00 1.969691e+00 3.177479e-08)
0.198038      	(-2.024300e+00 1.969725e+00 3.177342e-08)
0.198055      	(-2.024320e+00 1.969758e+00 3.177201e-08)
0.198072      	(-2.024339e+00 1.969791e+00 3.177058e-08)
0.198089      	(-2.024358e+00 1.969824e+00 3.176911e-08)
0.198106      	(-2.024377e+00 1.969857e+00 3.176760e-08)
0.198123      	(-2.024396e+00 1.969889e+00 3.176606e-08)
0.19814       	(-2.024414e+00 1.969921e+00 3.176447e-08)
0.198157      	(-2.024432e+00 1.969953e+00 3.176286e-08)
0.198174      	(-2.024450e+00 1.969985e+00 3.176121e-08)
0.198191      	(-2.024468e+00 1.970017e+00 3.175953e-08)
0.198207      	(-2.024485e+00 1.970048e+00 3.175784e-08)
0.198224      	(-2.024502e+00 1.970079e+00 3.175612e-08)
0.198241      	(-2.024519e+00 1.970110e+00 3.175439e-08)
0.198258      	(-2.024536e+00 1.970141e+00 3.175266e-08)
0.198275      	(-2.024553e+00 1.970171e+00 3.175094e-08)
0.198292      	(-2.024569e+00 1.970201e+00 3.174909e-08)
0.198309      	(-2.024585e+00 1.970231e+00 3.174716e-08)
0.198326      	(-2.024601e+00 1.970261e+00 3.174521e-08)
0.198343      	(-2.024616e+00 1.970291e+00 3.174325e-08)
0.19836       	(-2.024632e+00 1.970320e+00 3.174130e-08)
0.198377      	(-2.024647e+00 1.970349e+00 3.173660e-08)
0.198394      	(-2.024662e+00 1.970378e+00 3.173074e-08)
0.19841       	(-2.024676e+00 1.970407e+00 3.172507e-08)
0.198427      	(-2.024691e+00 1.970435e+00 3.172046e-08)
0.198444      	(-2.024705e+00 1.970463e+00 3.171731e-08)
0.198461      	(-2.024719e+00 1.970492e+00 3.171554e-08)
0.198478      	(-2.024733e+00 1.970519e+00 3.171476e-08)
0.198495      	(-2.024746e+00 1.970547e+00 3.171449e-08)
0.198512      	(-2.024759e+00 1.970574e+00 3.171425e-08)
0.198529      	(-2.024772e+00 1.970601e+00 3.171369e-08)
0.198546      	(-2.024785e+00 1.970628e+00 3.171264e-08)
0.198563      	(-2.024798e+00 1.970655e+00 3.171109e-08)
0.19858       	(-2.024810e+00 1.970681e+00 3.170912e-08)
0.198596      	(-2.024822e+00 1.970708e+00 3.170691e-08)
0.198613      	(-2.024834e+00 1.970734e+00 3.170462e-08)
0.19863       	(-2.024846e+00 1.970760e+00 3.170240e-08)
0.198647      	(-2.024857e+00 1.970785e+00 3.170034e-08)
0.198664      	(-2.024868e+00 1.970810e+00 3.169846e-08)
0.198681      	(-2.024879e+00 1.970836e+00 3.169676e-08)
0.198698      	(-2.024890e+00 1.970861e+00 3.169519e-08)
0.198715      	(-2.024900e+00 1.970885e+00 3.169369e-08)
0.198732      	(-2.024910e+00 1.970910e+00 3.169902e-08)
0.198749      	(-2.024920e+00 1.970934e+00 3.170750e-08)
0.198766      	(-2.024930e+00 1.970958e+00 3.171597e-08)
0.198782      	(-2.024940e+00 1.970982e+00 3.172236e-08)
0.198799      	(-2.024949e+00 1.971005e+00 3.172571e-08)
0.198816      	(-2.024958e+00 1.971029e+00 3.172605e-08)
0.198833      	(-2.024967e+00 1.971052e+00 3.172302e-08)
0.19885       	(-2.024975e+00 1.971075e+00 3.171804e-08)
0.198867      	(-2.024984e+00 1.971098e+00 3.171244e-08)
0.198884      	(-2.024992e+00 1.971120e+00 3.170719e-08)
0.198901      	(-2.025000e+00 1.971142e+00 3.170287e-08)
0.198918      	(-2.025008e+00 1.971164e+00 3.169962e-08)
0.198935      	(-2.025015e+00 1.971186e+00 3.169731e-08)
0.198952      	(-2.025022e+00 1.971208e+00 3.169561e-08)
0.198968      	(-2.025029e+00 1.971229e+00 3.169417e-08)
0.198985      	(-2.025036e+00 1.971250e+00 3.169269e-08)
0.199002      	(-2.025042e+00 1.971271e+00 3.169095e-08)
0.199019      	(-2.025049e+00 1.971292e+00 3.168888e-08)
0.199036      	(-2.025055e+00 1.971313e+00 3.168647e-08)
0.199053      	(-2.025061e+00 1.971333e+00 3.168382e-08)
0.19907       	(-2.025066e+00 1.971353e+00 3.168102e-08)
0.199087      	(-2.025071e+00 1.971373e+00 3.167819e-08)
0.199104      	(-2.025077e+00 1.971392e+00 3.167540e-08)
0.199121      	(-2.025081e+00 1.971412e+00 3.167270e-08)
0.199138      	(-2.025086e+00 1.971431e+00 3.167008e-08)
0.199154      	(-2.025090e+00 1.971450e+00 3.166755e-08)
0.199171      	(-2.025095e+00 1.971469e+00 3.166507e-08)
0.199188      	(-2.025099e+00 1.971487e+00 3.166259e-08)
0.199205      	(-2.025102e+00 1.971505e+00 3.166011e-08)
0.199222      	(-2.025106e+00 1.971524e+00 3.165758e-08)
0.199239      	(-2.025109e+00 1.971541e+00 3.165503e-08)
0.199256      	(-2.025112e+00 1.971559e+00 3.165243e-08)
0.199273      	(-2.025115e+00 1.971577e+00 3.164981e-08)
0.19929       	(-2.025117e+00 1.971594e+00 3.164716e-08)
0.199307      	(-2.025120e+00 1.971611e+00 3.164450e-08)
0.199324      	(-2.025122e+00 1.971627e+00 3.164184e-08)
0.19934       	(-2.025123e+00 1.971644e+00 3.163917e-08)
0.199357      	(-2.025125e+00 1.971660e+00 3.163650e-08)
0.199374      	(-2.025126e+00 1.971676e+00 3.163383e-08)
0.199391      	(-2.025128e+00 1.971692e+00 3.163115e-08)
0.199408      	(-2.025129e+00 1.971708e+00 3.162846e-08)
0.199425      	(-2.025129e+00 1.971723e+00 3.162576e-08)
0.199442      	(-2.025130e+00 1.971739e+00 3.162305e-08)
0.199459      	(-2.025130e+00 1.971754e+00 3.162032e-08)
0.199476      	(-2.025130e+00 1.971768e+00 3.161759e-08)
0.199493      	(-2.025130e+00 1.971783e+00 3.161484e-08)
0.19951       	(-2.025129e+00 1.971797e+00 3.160572e-08)
0.199527      	(-2.025128e+00 1.971811e+00 3.159555e-08)
0.199543      	(-2.025127e+00 1.971825e+00 3.158593e-08)
0.19956       	(-2.025126e+00 1.971839e+00 3.157775e-08)
0.199577      	(-2.025125e+00 1.971852e+00 3.154695e-08)
0.199594      	(-2.025123e+00 1.971866e+00 3.150818e-08)
0.199611      	(-2.025121e+00 1.971879e+00 3.147050e-08)
0.199628      	(-2.025119e+00 1.971891e+00 3.143998e-08)
0.199645      	(-2.025117e+00 1.971904e+00 3.141854e-08)
0.199662      	(-2.025114e+00 1.971916e+00 3.140752e-08)
0.199679      	(-2.025111e+00 1.971928e+00 3.140527e-08)
0.199696      	(-2.025108e+00 1.971940e+00 3.141023e-08)
0.199713      	(-2.025105e+00 1.971952e+00 3.141963e-08)
0.199729      	(-2.025101e+00 1.971963e+00 3.143090e-08)
0.199746      	(-2.025098e+00 1.971975e+00 3.144213e-08)
