# Selection : patch(outletGeo)
# Faces  :    94
# Area   :    8.762406e-06
# Time        	areaAverage(U)
0.146852      	(-1.157414e+00 1.113812e+00 1.869462e-08)
0.146883      	(-1.158168e+00 1.114521e+00 1.869605e-08)
0.146913      	(-1.158921e+00 1.115229e+00 1.869615e-08)
0.146943      	(-1.159674e+00 1.115935e+00 1.869660e-08)
0.146973      	(-1.160426e+00 1.116642e+00 1.869862e-08)
0.147004      	(-1.161177e+00 1.117348e+00 1.870287e-08)
0.147034      	(-1.161928e+00 1.118053e+00 1.870954e-08)
0.147064      	(-1.162679e+00 1.118758e+00 1.871840e-08)
0.147094      	(-1.163429e+00 1.119464e+00 1.874067e-08)
0.147124      	(-1.164182e+00 1.120172e+00 1.876739e-08)
0.147154      	(-1.164935e+00 1.120880e+00 1.878969e-08)
0.147184      	(-1.165688e+00 1.121588e+00 1.880586e-08)
0.147214      	(-1.166439e+00 1.122295e+00 1.881502e-08)
0.147244      	(-1.167188e+00 1.122999e+00 1.881842e-08)
0.147274      	(-1.167936e+00 1.123702e+00 1.881811e-08)
0.147304      	(-1.168683e+00 1.124403e+00 1.881636e-08)
0.147334      	(-1.169429e+00 1.125104e+00 1.881512e-08)
0.147364      	(-1.170174e+00 1.125804e+00 1.881576e-08)
0.147394      	(-1.170918e+00 1.126503e+00 1.881903e-08)
0.147424      	(-1.171662e+00 1.127202e+00 1.882510e-08)
0.147454      	(-1.172406e+00 1.127900e+00 1.883371e-08)
0.147484      	(-1.173150e+00 1.128599e+00 1.884432e-08)
0.147513      	(-1.173893e+00 1.129298e+00 1.886976e-08)
0.147543      	(-1.174639e+00 1.130000e+00 1.889733e-08)
0.147572      	(-1.175386e+00 1.130703e+00 1.892039e-08)
0.147602      	(-1.176132e+00 1.131404e+00 1.893665e-08)
0.147632      	(-1.176877e+00 1.132104e+00 1.894504e-08)
0.147661      	(-1.177619e+00 1.132802e+00 1.894680e-08)
0.147691      	(-1.178360e+00 1.133498e+00 1.894446e-08)
0.147721      	(-1.179099e+00 1.134192e+00 1.894063e-08)
0.14775       	(-1.179837e+00 1.134886e+00 1.893756e-08)
0.14778       	(-1.180574e+00 1.135578e+00 1.893682e-08)
0.147809      	(-1.181311e+00 1.136269e+00 1.893922e-08)
0.147839      	(-1.182047e+00 1.136961e+00 1.894491e-08)
0.147869      	(-1.182783e+00 1.137652e+00 1.895355e-08)
0.147898      	(-1.183518e+00 1.138342e+00 1.896452e-08)
0.147928      	(-1.184254e+00 1.139033e+00 1.897698e-08)
0.147957      	(-1.184989e+00 1.139724e+00 1.899007e-08)
0.147987      	(-1.185725e+00 1.140415e+00 1.900320e-08)
0.148017      	(-1.186460e+00 1.141105e+00 1.901603e-08)
0.148046      	(-1.187195e+00 1.141797e+00 1.906792e-08)
0.148075      	(-1.187934e+00 1.142492e+00 1.909184e-08)
0.148104      	(-1.188674e+00 1.143189e+00 1.907976e-08)
0.148133      	(-1.189413e+00 1.143885e+00 1.904017e-08)
0.148162      	(-1.190150e+00 1.144578e+00 1.898381e-08)
0.148192      	(-1.190885e+00 1.145268e+00 1.892254e-08)
0.148221      	(-1.191617e+00 1.145956e+00 1.886846e-08)
0.14825       	(-1.192347e+00 1.146641e+00 1.883084e-08)
0.148279      	(-1.193075e+00 1.147325e+00 1.881496e-08)
0.148308      	(-1.193802e+00 1.148008e+00 1.882196e-08)
0.148337      	(-1.194529e+00 1.148690e+00 1.884955e-08)
0.148367      	(-1.195255e+00 1.149372e+00 1.889305e-08)
0.148396      	(-1.195980e+00 1.150053e+00 1.894665e-08)
0.148425      	(-1.196706e+00 1.150734e+00 1.900446e-08)
0.148454      	(-1.197431e+00 1.151415e+00 1.906134e-08)
0.148483      	(-1.198156e+00 1.152096e+00 1.911341e-08)
0.148512      	(-1.198881e+00 1.152777e+00 1.915824e-08)
0.148542      	(-1.199607e+00 1.153459e+00 1.919478e-08)
0.148571      	(-1.200332e+00 1.154140e+00 1.922316e-08)
0.1486        	(-1.201057e+00 1.154821e+00 1.924434e-08)
0.148629      	(-1.201783e+00 1.155503e+00 1.925976e-08)
0.148658      	(-1.202509e+00 1.156184e+00 1.927103e-08)
0.148687      	(-1.203234e+00 1.156865e+00 1.927969e-08)
0.148716      	(-1.203959e+00 1.157547e+00 1.932388e-08)
0.148744      	(-1.204690e+00 1.158236e+00 1.937102e-08)
0.148773      	(-1.205422e+00 1.158927e+00 1.935083e-08)
0.148802      	(-1.206153e+00 1.159615e+00 1.927337e-08)
0.14883       	(-1.206881e+00 1.160299e+00 1.915902e-08)
0.148859      	(-1.207605e+00 1.160980e+00 1.903056e-08)
0.148887      	(-1.208325e+00 1.161656e+00 1.891014e-08)
0.148916      	(-1.209042e+00 1.162330e+00 1.881669e-08)
0.148944      	(-1.209757e+00 1.163001e+00 1.876249e-08)
0.148973      	(-1.210470e+00 1.163670e+00 1.875220e-08)
0.149001      	(-1.211182e+00 1.164339e+00 1.878353e-08)
0.14903       	(-1.211893e+00 1.165006e+00 1.884900e-08)
0.149058      	(-1.212604e+00 1.165673e+00 1.893813e-08)
0.149087      	(-1.213314e+00 1.166340e+00 1.903952e-08)
0.149115      	(-1.214024e+00 1.167007e+00 1.914264e-08)
0.149144      	(-1.214734e+00 1.167673e+00 1.923902e-08)
0.149173      	(-1.215444e+00 1.168340e+00 1.932285e-08)
0.149201      	(-1.216155e+00 1.169007e+00 1.939105e-08)
0.14923       	(-1.216865e+00 1.169673e+00 1.944301e-08)
0.149258      	(-1.217575e+00 1.170340e+00 1.947996e-08)
0.149287      	(-1.218286e+00 1.171007e+00 1.950435e-08)
0.149315      	(-1.218996e+00 1.171674e+00 1.951923e-08)
0.149344      	(-1.219707e+00 1.172341e+00 1.952764e-08)
0.149372      	(-1.220417e+00 1.173008e+00 1.953227e-08)
0.149401      	(-1.221127e+00 1.173675e+00 1.953523e-08)
0.149429      	(-1.221837e+00 1.174342e+00 1.953799e-08)
0.149458      	(-1.222547e+00 1.175009e+00 1.954138e-08)
0.149486      	(-1.223258e+00 1.175675e+00 1.954575e-08)
0.149515      	(-1.223968e+00 1.176342e+00 1.955108e-08)
0.149543      	(-1.224678e+00 1.177009e+00 1.955719e-08)
0.149572      	(-1.225388e+00 1.177675e+00 1.956382e-08)
0.149601      	(-1.226097e+00 1.178342e+00 1.957074e-08)
0.149629      	(-1.226807e+00 1.179009e+00 1.957780e-08)
0.149658      	(-1.227517e+00 1.179675e+00 1.958490e-08)
0.149686      	(-1.228227e+00 1.180342e+00 1.959204e-08)
0.149712      	(-1.228936e+00 1.181014e+00 1.958510e-08)
0.149738      	(-1.229671e+00 1.181714e+00 1.966030e-08)
0.149765      	(-1.230413e+00 1.182419e+00 1.964683e-08)
0.149791      	(-1.231147e+00 1.183116e+00 1.962331e-08)
0.149817      	(-1.231869e+00 1.183799e+00 1.953418e-08)
0.149843      	(-1.232576e+00 1.184466e+00 1.931354e-08)
0.149869      	(-1.233269e+00 1.185118e+00 1.902107e-08)
0.149895      	(-1.233950e+00 1.185758e+00 1.871570e-08)
0.149922      	(-1.234622e+00 1.186388e+00 1.844655e-08)
0.149948      	(-1.235287e+00 1.187012e+00 1.825151e-08)
0.149974      	(-1.235947e+00 1.187630e+00 1.815261e-08)
0.15          	(-1.236604e+00 1.188246e+00 1.815485e-08)
0.150028      	(-1.237258e+00 1.188854e+00 1.824231e-08)
0.150056      	(-1.237887e+00 1.189436e+00 1.839961e-08)
0.150085      	(-1.238511e+00 1.190014e+00 1.858265e-08)
0.150113      	(-1.239141e+00 1.190598e+00 1.878796e-08)
0.150141      	(-1.239783e+00 1.191196e+00 1.892450e-08)
0.150169      	(-1.240439e+00 1.191810e+00 1.897428e-08)
0.150197      	(-1.241108e+00 1.192436e+00 1.892765e-08)
0.150226      	(-1.241787e+00 1.193073e+00 1.882078e-08)
0.150254      	(-1.242473e+00 1.193718e+00 1.870126e-08)
0.150282      	(-1.243165e+00 1.194369e+00 1.860428e-08)
0.15031       	(-1.243862e+00 1.195024e+00 1.855257e-08)
0.150338      	(-1.244561e+00 1.195682e+00 1.856269e-08)
0.150366      	(-1.245262e+00 1.196340e+00 1.863750e-08)
0.150394      	(-1.245963e+00 1.197000e+00 1.877092e-08)
0.150422      	(-1.246665e+00 1.197659e+00 1.895002e-08)
0.15045       	(-1.247366e+00 1.198319e+00 1.915481e-08)
0.150478      	(-1.248066e+00 1.198977e+00 1.936370e-08)
0.150506      	(-1.248765e+00 1.199634e+00 1.956168e-08)
0.150534      	(-1.249462e+00 1.200290e+00 1.974113e-08)
0.150562      	(-1.250160e+00 1.200946e+00 1.988865e-08)
0.15059       	(-1.250857e+00 1.201602e+00 2.000140e-08)
0.150618      	(-1.251553e+00 1.202257e+00 2.007964e-08)
0.150646      	(-1.252248e+00 1.202912e+00 2.012739e-08)
0.150674      	(-1.252943e+00 1.203566e+00 2.015467e-08)
0.150701      	(-1.253638e+00 1.204221e+00 2.016596e-08)
0.150729      	(-1.254334e+00 1.204875e+00 2.016614e-08)
0.150757      	(-1.255028e+00 1.205530e+00 2.016004e-08)
0.150785      	(-1.255722e+00 1.206183e+00 2.015178e-08)
0.150813      	(-1.256416e+00 1.206837e+00 2.014835e-08)
0.15084       	(-1.257110e+00 1.207490e+00 2.014862e-08)
0.150868      	(-1.257803e+00 1.208144e+00 2.015120e-08)
0.150896      	(-1.258496e+00 1.208797e+00 2.015492e-08)
0.150924      	(-1.259189e+00 1.209449e+00 2.015887e-08)
0.150951      	(-1.259880e+00 1.210100e+00 2.016267e-08)
0.150979      	(-1.260571e+00 1.210751e+00 2.017018e-08)
0.151007      	(-1.261263e+00 1.211402e+00 2.017829e-08)
0.151034      	(-1.261954e+00 1.212053e+00 2.018496e-08)
0.151062      	(-1.262645e+00 1.212703e+00 2.018918e-08)
0.15109       	(-1.263335e+00 1.213353e+00 2.019119e-08)
0.151117      	(-1.264025e+00 1.214002e+00 2.019580e-08)
0.151145      	(-1.264715e+00 1.214652e+00 2.020079e-08)
0.151173      	(-1.265404e+00 1.215301e+00 2.020482e-08)
0.1512        	(-1.266093e+00 1.215950e+00 2.020741e-08)
0.151228      	(-1.266782e+00 1.216597e+00 2.020890e-08)
0.151255      	(-1.267470e+00 1.217244e+00 2.021407e-08)
0.151283      	(-1.268158e+00 1.217892e+00 2.022036e-08)
0.15131       	(-1.268845e+00 1.218539e+00 2.022609e-08)
0.151338      	(-1.269532e+00 1.219185e+00 2.023051e-08)
0.151365      	(-1.270219e+00 1.219831e+00 2.023374e-08)
0.151393      	(-1.270904e+00 1.220476e+00 2.023624e-08)
0.15142       	(-1.271589e+00 1.221120e+00 2.024293e-08)
0.151448      	(-1.272275e+00 1.221765e+00 2.025108e-08)
0.151475      	(-1.272960e+00 1.222409e+00 2.025881e-08)
0.151502      	(-1.273645e+00 1.223053e+00 2.026516e-08)
0.15153       	(-1.274329e+00 1.223696e+00 2.027012e-08)
0.151557      	(-1.275012e+00 1.224339e+00 2.027839e-08)
0.151584      	(-1.275696e+00 1.224982e+00 2.028724e-08)
0.151612      	(-1.276380e+00 1.225624e+00 2.029493e-08)
0.151639      	(-1.277063e+00 1.226266e+00 2.030074e-08)
0.151666      	(-1.277745e+00 1.226907e+00 2.030491e-08)
0.151694      	(-1.278426e+00 1.227547e+00 2.030801e-08)
0.151721      	(-1.279107e+00 1.228187e+00 2.031522e-08)
0.151748      	(-1.279788e+00 1.228827e+00 2.032384e-08)
0.151775      	(-1.280469e+00 1.229468e+00 2.033198e-08)
0.151803      	(-1.281150e+00 1.230107e+00 2.033869e-08)
0.15183       	(-1.281829e+00 1.230746e+00 2.034398e-08)
0.151857      	(-1.282508e+00 1.231383e+00 2.034826e-08)
0.151884      	(-1.283187e+00 1.232021e+00 2.035665e-08)
0.151911      	(-1.283866e+00 1.232659e+00 2.036629e-08)
0.151939      	(-1.284544e+00 1.233296e+00 2.037524e-08)
0.151966      	(-1.285223e+00 1.233934e+00 2.038254e-08)
0.151993      	(-1.285900e+00 1.234570e+00 2.038823e-08)
0.15202       	(-1.286577e+00 1.235205e+00 2.039276e-08)
0.152047      	(-1.287253e+00 1.235841e+00 2.040140e-08)
0.152074      	(-1.287929e+00 1.236476e+00 2.041129e-08)
0.152101      	(-1.288606e+00 1.237112e+00 2.042048e-08)
0.152128      	(-1.289282e+00 1.237747e+00 2.042800e-08)
0.152155      	(-1.289957e+00 1.238381e+00 2.043390e-08)
0.152182      	(-1.290631e+00 1.239014e+00 2.043865e-08)
0.152209      	(-1.291305e+00 1.239647e+00 2.044759e-08)
0.152236      	(-1.291979e+00 1.240280e+00 2.045782e-08)
0.152263      	(-1.292653e+00 1.240913e+00 2.046733e-08)
0.15229       	(-1.293326e+00 1.241546e+00 2.047514e-08)
0.152317      	(-1.293999e+00 1.242178e+00 2.048131e-08)
0.152344      	(-1.294671e+00 1.242808e+00 2.048629e-08)
0.152371      	(-1.295342e+00 1.243439e+00 2.049553e-08)
0.152398      	(-1.296014e+00 1.244070e+00 2.050606e-08)
0.152425      	(-1.296685e+00 1.244701e+00 2.051587e-08)
0.152452      	(-1.297356e+00 1.245331e+00 2.052395e-08)
0.152478      	(-1.298027e+00 1.245961e+00 2.053034e-08)
0.152505      	(-1.298696e+00 1.246589e+00 2.053554e-08)
0.152532      	(-1.299364e+00 1.247217e+00 2.054023e-08)
0.152559      	(-1.300033e+00 1.247844e+00 2.055002e-08)
0.152586      	(-1.300701e+00 1.248473e+00 2.056168e-08)
0.152612      	(-1.301370e+00 1.249101e+00 2.057290e-08)
0.152639      	(-1.302038e+00 1.249729e+00 2.058243e-08)
0.152666      	(-1.302706e+00 1.250355e+00 2.059012e-08)
0.152693      	(-1.303372e+00 1.250981e+00 2.059637e-08)
0.152719      	(-1.304038e+00 1.251607e+00 2.060182e-08)
0.152746      	(-1.304704e+00 1.252232e+00 2.061220e-08)
0.152773      	(-1.305370e+00 1.252858e+00 2.062428e-08)
0.152799      	(-1.306036e+00 1.253483e+00 2.063575e-08)
0.152826      	(-1.306702e+00 1.254109e+00 2.064540e-08)
0.152853      	(-1.307366e+00 1.254733e+00 2.065314e-08)
0.152879      	(-1.308030e+00 1.255357e+00 2.065939e-08)
0.152906      	(-1.308694e+00 1.255980e+00 2.066994e-08)
0.152933      	(-1.309358e+00 1.256604e+00 2.068167e-08)
0.152959      	(-1.310021e+00 1.257228e+00 2.069244e-08)
0.152986      	(-1.310685e+00 1.257850e+00 2.070122e-08)
0.153012      	(-1.311347e+00 1.258473e+00 2.070810e-08)
0.153039      	(-1.312008e+00 1.259094e+00 2.071362e-08)
0.153065      	(-1.312669e+00 1.259714e+00 2.071858e-08)
0.153092      	(-1.313329e+00 1.260334e+00 2.072897e-08)
0.153118      	(-1.313990e+00 1.260955e+00 2.074142e-08)
0.153145      	(-1.314650e+00 1.261576e+00 2.075344e-08)
0.153171      	(-1.315310e+00 1.262196e+00 2.076367e-08)
0.153198      	(-1.315970e+00 1.262816e+00 2.077196e-08)
0.153224      	(-1.316628e+00 1.263434e+00 2.077870e-08)
0.153251      	(-1.317286e+00 1.264052e+00 2.078462e-08)
0.153277      	(-1.317943e+00 1.264669e+00 2.079049e-08)
0.153304      	(-1.318599e+00 1.265286e+00 2.080231e-08)
0.15333       	(-1.319257e+00 1.265904e+00 2.081639e-08)
0.153356      	(-1.319915e+00 1.266522e+00 2.082998e-08)
0.153383      	(-1.320572e+00 1.267140e+00 2.084152e-08)
0.153409      	(-1.321228e+00 1.267757e+00 2.085079e-08)
0.153435      	(-1.321884e+00 1.268372e+00 2.085818e-08)
0.153462      	(-1.322538e+00 1.268987e+00 2.086446e-08)
0.153488      	(-1.323193e+00 1.269602e+00 2.087595e-08)
0.153514      	(-1.323848e+00 1.270218e+00 2.088922e-08)
0.153541      	(-1.324503e+00 1.270834e+00 2.090173e-08)
0.153567      	(-1.325157e+00 1.271449e+00 2.091217e-08)
0.153593      	(-1.325811e+00 1.272063e+00 2.092046e-08)
0.153619      	(-1.326463e+00 1.272676e+00 2.092711e-08)
0.153646      	(-1.327115e+00 1.273289e+00 2.093293e-08)
0.153672      	(-1.327766e+00 1.273900e+00 2.093877e-08)
0.153698      	(-1.328417e+00 1.274512e+00 2.095097e-08)
0.153724      	(-1.329068e+00 1.275125e+00 2.096566e-08)
0.15375       	(-1.329720e+00 1.275738e+00 2.097990e-08)
0.153776      	(-1.330371e+00 1.276350e+00 2.099202e-08)
0.153803      	(-1.331022e+00 1.276961e+00 2.100175e-08)
0.153829      	(-1.331671e+00 1.277572e+00 2.100951e-08)
0.153855      	(-1.332320e+00 1.278181e+00 2.101612e-08)
0.153881      	(-1.332968e+00 1.278790e+00 2.102249e-08)
0.153907      	(-1.333615e+00 1.279399e+00 2.103521e-08)
0.153933      	(-1.334264e+00 1.280009e+00 2.105034e-08)
0.153959      	(-1.334913e+00 1.280619e+00 2.106488e-08)
0.153985      	(-1.335561e+00 1.281228e+00 2.107716e-08)
0.154011      	(-1.336208e+00 1.281837e+00 2.108689e-08)
0.154037      	(-1.336854e+00 1.282444e+00 2.109454e-08)
0.154063      	(-1.337500e+00 1.283051e+00 2.110102e-08)
0.154089      	(-1.338144e+00 1.283657e+00 2.110731e-08)
0.154115      	(-1.338789e+00 1.284263e+00 2.112025e-08)
0.154141      	(-1.339434e+00 1.284870e+00 2.113584e-08)
0.154167      	(-1.340080e+00 1.285477e+00 2.115098e-08)
0.154193      	(-1.340725e+00 1.286084e+00 2.116389e-08)
0.154219      	(-1.341369e+00 1.286689e+00 2.117426e-08)
0.154245      	(-1.342012e+00 1.287294e+00 2.118250e-08)
0.154271      	(-1.342654e+00 1.287898e+00 2.118946e-08)
0.154297      	(-1.343295e+00 1.288501e+00 2.119609e-08)
0.154323      	(-1.343936e+00 1.289103e+00 2.120320e-08)
0.154348      	(-1.344577e+00 1.289706e+00 2.121758e-08)
0.154374      	(-1.345219e+00 1.290310e+00 2.123479e-08)
0.1544        	(-1.345861e+00 1.290914e+00 2.125137e-08)
0.154426      	(-1.346502e+00 1.291517e+00 2.126532e-08)
0.154452      	(-1.347143e+00 1.292120e+00 2.127629e-08)
0.154477      	(-1.347782e+00 1.292721e+00 2.128479e-08)
0.154503      	(-1.348421e+00 1.293322e+00 2.129182e-08)
0.154529      	(-1.349059e+00 1.293922e+00 2.129849e-08)
0.154555      	(-1.349696e+00 1.294521e+00 2.130576e-08)
0.154581      	(-1.350333e+00 1.295120e+00 2.132071e-08)
0.154606      	(-1.350972e+00 1.295721e+00 2.133879e-08)
0.154632      	(-1.351610e+00 1.296323e+00 2.135634e-08)
0.154658      	(-1.352248e+00 1.296923e+00 2.137122e-08)
0.154683      	(-1.352885e+00 1.297522e+00 2.138301e-08)
0.154709      	(-1.353521e+00 1.298121e+00 2.139219e-08)
0.154735      	(-1.354156e+00 1.298718e+00 2.139982e-08)
0.15476       	(-1.354791e+00 1.299315e+00 2.140708e-08)
0.154786      	(-1.355424e+00 1.299911e+00 2.141496e-08)
0.154812      	(-1.356057e+00 1.300506e+00 2.142414e-08)
0.154837      	(-1.356690e+00 1.301103e+00 2.144165e-08)
0.154863      	(-1.357325e+00 1.301700e+00 2.146248e-08)
0.154888      	(-1.357960e+00 1.302298e+00 2.148253e-08)
0.154914      	(-1.358594e+00 1.302895e+00 2.149943e-08)
0.15494       	(-1.359227e+00 1.303492e+00 2.151269e-08)
0.154965      	(-1.359860e+00 1.304087e+00 2.152291e-08)
0.154991      	(-1.360491e+00 1.304681e+00 2.153132e-08)
0.155016      	(-1.361121e+00 1.305274e+00 2.153925e-08)
0.155042      	(-1.361751e+00 1.305867e+00 2.148489e-08)
0.155067      	(-1.362380e+00 1.306459e+00 2.139567e-08)
0.155093      	(-1.363009e+00 1.307052e+00 2.131774e-08)
0.155118      	(-1.363640e+00 1.307647e+00 2.126959e-08)
0.155144      	(-1.364271e+00 1.308241e+00 2.126201e-08)
0.155169      	(-1.364902e+00 1.308835e+00 2.129154e-08)
0.155194      	(-1.365531e+00 1.309428e+00 2.134629e-08)
0.15522       	(-1.366159e+00 1.310020e+00 2.141073e-08)
0.155245      	(-1.366786e+00 1.310611e+00 2.147040e-08)
0.155271      	(-1.367413e+00 1.311201e+00 2.151513e-08)
0.155296      	(-1.368038e+00 1.311790e+00 2.154026e-08)
0.155322      	(-1.368663e+00 1.312379e+00 2.154629e-08)
0.155347      	(-1.369288e+00 1.312967e+00 2.153745e-08)
0.155372      	(-1.369913e+00 1.313556e+00 2.152890e-08)
0.155398      	(-1.370540e+00 1.314147e+00 2.151764e-08)
0.155423      	(-1.371166e+00 1.314739e+00 2.150642e-08)
0.155448      	(-1.371793e+00 1.315329e+00 2.149637e-08)
0.155473      	(-1.372418e+00 1.315919e+00 2.148834e-08)
0.155499      	(-1.373042e+00 1.316507e+00 2.148281e-08)
0.155524      	(-1.373665e+00 1.317094e+00 2.147969e-08)
0.155549      	(-1.374287e+00 1.317681e+00 2.147855e-08)
0.155575      	(-1.374908e+00 1.318266e+00 2.147884e-08)
0.1556        	(-1.375529e+00 1.318851e+00 2.148009e-08)
0.155625      	(-1.376149e+00 1.319436e+00 2.148202e-08)
0.15565       	(-1.376770e+00 1.320022e+00 2.149397e-08)
0.155675      	(-1.377392e+00 1.320609e+00 2.150657e-08)
0.155701      	(-1.378015e+00 1.321197e+00 2.151748e-08)
0.155726      	(-1.378636e+00 1.321784e+00 2.152472e-08)
0.155751      	(-1.379257e+00 1.322370e+00 2.152803e-08)
0.155776      	(-1.379877e+00 1.322955e+00 2.152841e-08)
0.155801      	(-1.380495e+00 1.323538e+00 2.152709e-08)
0.155826      	(-1.381113e+00 1.324121e+00 2.152533e-08)
0.155851      	(-1.381730e+00 1.324703e+00 2.152412e-08)
0.155877      	(-1.382346e+00 1.325284e+00 2.152409e-08)
0.155902      	(-1.382961e+00 1.325865e+00 2.152556e-08)
0.155927      	(-1.383576e+00 1.326446e+00 2.152855e-08)
0.155952      	(-1.384192e+00 1.327027e+00 2.154108e-08)
0.155977      	(-1.384810e+00 1.327611e+00 2.155563e-08)
0.156002      	(-1.385428e+00 1.328195e+00 2.156900e-08)
0.156027      	(-1.386045e+00 1.328779e+00 2.157852e-08)
0.156052      	(-1.386662e+00 1.329361e+00 2.158354e-08)
0.156077      	(-1.387277e+00 1.329942e+00 2.158488e-08)
0.156102      	(-1.387890e+00 1.330521e+00 2.158401e-08)
0.156127      	(-1.388503e+00 1.331100e+00 2.158239e-08)
0.156152      	(-1.389115e+00 1.331678e+00 2.158125e-08)
0.156177      	(-1.389726e+00 1.332255e+00 2.158142e-08)
0.156202      	(-1.390336e+00 1.332832e+00 2.158330e-08)
0.156227      	(-1.390947e+00 1.333408e+00 2.158698e-08)
0.156252      	(-1.391556e+00 1.333984e+00 2.159227e-08)
0.156277      	(-1.392166e+00 1.334560e+00 2.159884e-08)
0.156302      	(-1.392777e+00 1.335138e+00 2.161526e-08)
0.156326      	(-1.393389e+00 1.335718e+00 2.163328e-08)
0.156351      	(-1.394002e+00 1.336298e+00 2.164934e-08)
0.156376      	(-1.394615e+00 1.336878e+00 2.166065e-08)
0.156401      	(-1.395226e+00 1.337456e+00 2.166664e-08)
0.156426      	(-1.395836e+00 1.338033e+00 2.166831e-08)
0.15645       	(-1.396444e+00 1.338608e+00 2.166726e-08)
0.156475      	(-1.397052e+00 1.339182e+00 2.166522e-08)
0.1565        	(-1.397658e+00 1.339756e+00 2.166363e-08)
0.156525      	(-1.398264e+00 1.340328e+00 2.166350e-08)
0.15655       	(-1.398869e+00 1.340901e+00 2.166535e-08)
0.156575      	(-1.399473e+00 1.341472e+00 2.166927e-08)
0.156599      	(-1.400077e+00 1.342044e+00 2.167505e-08)
0.156624      	(-1.400681e+00 1.342616e+00 2.168229e-08)
0.156649      	(-1.401286e+00 1.343189e+00 2.170037e-08)
0.156674      	(-1.401894e+00 1.343764e+00 2.172173e-08)
0.156698      	(-1.402502e+00 1.344341e+00 2.173909e-08)
0.156723      	(-1.403109e+00 1.344916e+00 2.175119e-08)
0.156747      	(-1.403715e+00 1.345490e+00 2.175742e-08)
0.156772      	(-1.404319e+00 1.346062e+00 2.175889e-08)
0.156797      	(-1.404922e+00 1.346633e+00 2.175736e-08)
0.156821      	(-1.405524e+00 1.347203e+00 2.175467e-08)
0.156846      	(-1.406124e+00 1.347771e+00 2.175244e-08)
0.156871      	(-1.406724e+00 1.348339e+00 2.175184e-08)
0.156895      	(-1.407323e+00 1.348907e+00 2.175352e-08)
0.15692       	(-1.407922e+00 1.349474e+00 2.175750e-08)
0.156945      	(-1.408520e+00 1.350040e+00 2.176349e-08)
0.156969      	(-1.409118e+00 1.350607e+00 2.177100e-08)
0.156994      	(-1.409716e+00 1.351173e+00 2.177950e-08)
0.157018      	(-1.410313e+00 1.351740e+00 2.178850e-08)
0.157043      	(-1.410911e+00 1.352306e+00 2.179763e-08)
0.157068      	(-1.411510e+00 1.352874e+00 2.181772e-08)
0.157092      	(-1.412112e+00 1.353446e+00 2.183862e-08)
0.157116      	(-1.412714e+00 1.354018e+00 2.185533e-08)
0.157141      	(-1.413316e+00 1.354589e+00 2.186634e-08)
0.157165      	(-1.413916e+00 1.355158e+00 2.187106e-08)
0.15719       	(-1.414514e+00 1.355726e+00 2.187060e-08)
0.157214      	(-1.415110e+00 1.356291e+00 2.186708e-08)
0.157239      	(-1.415705e+00 1.356856e+00 2.186261e-08)
0.157263      	(-1.416299e+00 1.357419e+00 2.185895e-08)
0.157287      	(-1.416892e+00 1.357981e+00 2.185729e-08)
0.157312      	(-1.417484e+00 1.358543e+00 2.185821e-08)
0.157336      	(-1.418076e+00 1.359104e+00 2.186178e-08)
0.157361      	(-1.418667e+00 1.359665e+00 2.186768e-08)
0.157385      	(-1.419258e+00 1.360226e+00 2.187540e-08)
0.15741       	(-1.419849e+00 1.360787e+00 2.188435e-08)
0.157434      	(-1.420440e+00 1.361348e+00 2.189398e-08)
0.157459      	(-1.421031e+00 1.361908e+00 2.190383e-08)
0.157483      	(-1.421621e+00 1.362469e+00 2.191356e-08)
0.157507      	(-1.422211e+00 1.363030e+00 2.192298e-08)
0.157532      	(-1.422803e+00 1.363593e+00 2.196351e-08)
0.157556      	(-1.423399e+00 1.364159e+00 2.198042e-08)
0.15758       	(-1.423995e+00 1.364727e+00 2.196839e-08)
0.157604      	(-1.424591e+00 1.365293e+00 2.193434e-08)
0.157628      	(-1.425184e+00 1.365857e+00 2.188708e-08)
0.157653      	(-1.425775e+00 1.366419e+00 2.183617e-08)
0.157677      	(-1.426365e+00 1.366979e+00 2.179139e-08)
0.157701      	(-1.426952e+00 1.367537e+00 2.176018e-08)
0.157725      	(-1.427538e+00 1.368094e+00 2.174675e-08)
0.157749      	(-1.428123e+00 1.368650e+00 2.175195e-08)
0.157774      	(-1.428708e+00 1.369206e+00 2.177383e-08)
0.157798      	(-1.429291e+00 1.369760e+00 2.180857e-08)
0.157822      	(-1.429875e+00 1.370315e+00 2.185145e-08)
0.157846      	(-1.430458e+00 1.370869e+00 2.189769e-08)
0.15787       	(-1.431041e+00 1.371423e+00 2.194317e-08)
0.157895      	(-1.431623e+00 1.371977e+00 2.198475e-08)
0.157919      	(-1.432206e+00 1.372532e+00 2.202047e-08)
0.157943      	(-1.432788e+00 1.373086e+00 2.204948e-08)
0.157967      	(-1.433371e+00 1.373640e+00 2.207186e-08)
0.157991      	(-1.433953e+00 1.374193e+00 2.208834e-08)
0.158016      	(-1.434535e+00 1.374747e+00 2.210008e-08)
0.15804       	(-1.435117e+00 1.375301e+00 2.210835e-08)
0.158064      	(-1.435699e+00 1.375855e+00 2.211436e-08)
0.158088      	(-1.436283e+00 1.376412e+00 2.214945e-08)
0.158112      	(-1.436871e+00 1.376973e+00 2.218608e-08)
